Name,Builder,Unit Tier,Gold Cost,Food Cost,Upgradeable,Max Upgrade Gold Cost,Total Food Cost with Upgrade,Base Unit Name,Upgraded Name,Base Min Hit,Base Max Hit,Attack Speed,Attack Speed Class,Range,Melee / Ranged,Hit Points,Mana,Attack Type,Defense Type,Attack Effectiveness Order,Attack Strength,Attack Weakness,Defense Effectiveness Order,Defense Strength,Defense Weakness,Abilities,Ability Type,Ability Description,Has Aura,Can Buff,Can Debuff,Can Splash,Can Heal,Can Stun,Can Summon,ID,Builder ID
knight,paladin,5,200,1,1,220,3,null,cavalier;,70,80,0.9,very fast,180,melee,880,0,normal,heavy,medium;unarmored;light;heavy;fortified,medium,fortified;,pierce;normal;siege;chaos;magic,pierce;,magic;,null,null,null,0,0,0,0,0,0,0,mcgf172,7JARhAT
cavalier,paladin,5,220,2,0,0,0,knight;,null,180,191,1,fast,180,melee,1770,0,normal,heavy,medium;unarmored;light;heavy;fortified,medium,fortified;,pierce;normal;siege;chaos;magic,pierce;,magic;,harden armor;,self buff - defence;,30% chance to reduce damage taken by 50 every time this unit is attacked.;,0,0,0,0,0,0,0,ZO7Hbcm,7JARhAT
dragonhawk,paladin,6,320,2,1,360,4,null,royal griffin;,120,128,0.8,very fast,300,ranged,1480,0,magic,medium,heavy;light;unarmored;medium;fortifed,heavy,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,null,null,null,0,0,0,0,0,0,0,ud2yAIt,7JARhAT
royal griffin,paladin,6,360,2,0,0,0,dragonhawk;,null,300,300,1.5,average,300,ranged,2675,0,magic,medium,heavy;light;unarmored;medium;fortifed,heavy,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,storm hammer;,splash;,Release chain lightning to damage multiple units.;,0,0,0,1,0,0,0,HLYfl98,7JARhAT
bone warrior,shadow,1,15,1,1,90,1,null,skeletor;fire archer;dark mage,4,5,0.6,very fast,100,melee,70,0,normal,medium,medium;unarmored;light;heavy;fortified,medium,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,frenzy;,buff - skeletons;,Skeletons move faster and regenerate hitpoints.;,0,1,0,0,0,0,0,v0z1zsT,ZKSfgma
skeletor,shadow,1,90,0,0,0,0,bone warrior;,null,33,39,0.9,very fast,100,melee,485,0,normal,medium,medium;unarmored;light;heavy;fortified,medium,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,frenzy;killing spree,buff - skeletons;damage,Skeletons move faster and regenerate hitpoints.;Increases the damage by 33% for 4 seconds whenever it kills a unit. Does not stack with itself.,0,1,0,0,0,0,0,l1HBcNR,ZKSfgma
fire archer,shadow,1,90,0,0,0,0,bone warrior;,null,12,14,0.4,very fast,575,ranged,275,20,pierce,light,light;unarmored;medium;heavy;fortified,light,fortified;,normal;siege;chaos;magic;pierce,normal;siege,pierce;,frenzy;flaming arrows,buff - skeletons;damage,Skeletons move faster and regenerate hitpoints.;Uses mana to add 20 bonus damage to an attack.,0,1,0,0,0,0,0,KCFONS4,ZKSfgma
dark mage,shadow,1,90,0,0,0,0,bone warrior;,null,27,31,1,fast,350,ranged,375,20,magic,light,heavy;light;unarmored;medium;fortifed,heavy,fortified;,normal;siege;chaos;magic;pierce,normal;siege,pierce;,frenzy;mindwarp,buff - skeletons;buff - attack,Skeletons move faster and regenerate hitpoints.;Increases the attack rate of an ally by 30%. Lasts 20 seconds.,0,1,0,0,0,0,0,WexNRnp,ZKSfgma
carrion spitter,shadow,2,35,1,1,110,1,null,nightcrawler;,12,17,0.8,very fast,500,ranged,115,0,pierce,medium,light;unarmored;medium;heavy;fortified,light,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,null,null,null,0,0,0,0,0,0,0,9Y0ObSH,ZKSfgma
nightcrawler,shadow,2,110,0,0,0,0,carrion spitter;,null,28,34,0.45,very fast,500,ranged,425,0,pierce,medium,light;unarmored;medium;heavy;fortified,light,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,sticky webs;,slow;,Attacks slow enemies' movement by 20% and attack by 15% for 6 seconds. Air units only.;,0,0,1,0,0,0,0,dGubdlp,ZKSfgma
gateguard,shadow,3,90,1,1,150,2,null,harbinger;,24,37,1,fast,100,melee,350,60,normal,heavy,medium;unarmored;light;heavy;fortified,medium,fortified;,pierce;normal;siege;chaos;magic,pierce;,magic;,conjure fiend;,summon;,Conjures a fiend to attack its master's enemies. Lasts 60 seconds (40 second cooldown).;,0,0,0,0,0,0,1,kARdQBK,ZKSfgma
harbinger,shadow,3,150,1,0,0,0,gateguard;,null,72,96,1.3,fast,100,melee,740,60,normal,heavy,medium;unarmored;light;heavy;fortified,medium,fortified;,pierce;normal;siege;chaos;magic,pierce;,magic;,conjure fanatic;,summon;,Conjures a fanatic to attack its master's enemies. Lasts 60 seconds. (40 second cooldown).;,0,0,0,0,0,0,1,ozD2pfw,ZKSfgma
overseer,shadow,4,130,1,1,165,2,null,keeper of souls;,64,76,1.5,average,225,ranged,625,0,magic,medium,heavy;light;unarmored;medium;fortifed,heavy,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,blood thirst;,aura - life steal;,Nearby friendly melee units gain 8% life steal.;,1,1,0,0,0,0,0,hNmd3VQ,ZKSfgma
keeper of souls,shadow,4,165,1,0,0,0,overseer;,null,120,132,1.4,fast,225,ranged,1080,0,magic,medium,heavy;light;unarmored;medium;fortifed,heavy,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,sound of madness;,aura - life steal;,Nearby friendly melee units gain 16% life steal.;,1,1,0,0,0,0,0,Fe8lWGn,ZKSfgma
nightmare,shadow,5,215,2,1,240,4,null,doppelganger;,15,45,0.3,very fast,100,melee,995,0,normal,unarmored,medium;unarmored;light;heavy;fortified,medium,fortified;,all;,all;,all;,shadow walker;,self buff - evade & damage;,Gives 10% evasion and 10% chance to deal double damage.;,0,0,0,0,0,0,0,GNxvQNt,ZKSfgma
doppelganger,shadow,5,240,2,0,0,0,nightmare;,null,15,37,0.15,very fast,90,melee,1685,0,normal,unarmored,medium;unarmored;light;heavy;fortified,medium,fortified;,all;,all;,all;,fatality;,self buff - evade & damage;,Gives 15% evasion and 10% chance to deal triple damage.;,0,0,0,0,0,0,0,LzmXRLD,ZKSfgma
lord of death,shadow,6,300,2,1,350,4,null,hades;,35,45,0.5,very fast,400,ranged,845,60,chaos,medium,all;,equal,equal;,magic;pierce;siege;chaos;normal,magic;,normal;,invoke inferno;,summon;,Invokes an Infernal to wreak havoc among enemies. Lasts 60 seconds (40 second cooldown).;,0,0,0,0,0,0,1,3SzHOjI,ZKSfgma
hades,shadow,6,350,2,0,0,0,lord of death;,null,70,80,0.5,very fast,400,ranged,1475,60,chaos,medium,all;,equal,equal;,magic;pierce;siege;chaos;normal,magic;,normal;,diablo;,summon;,Invokes an Diabolic creature that reawakens the dead. Lasts 60 seconds. (40 second cooldown).;,0,0,0,0,0,0,1,ZOX9pja,ZKSfgma
acolyte,undead,1,20,1,1,80,1,null,revenant;,8,9,0.8,very fast,350,ranged,100,0,magic,light,heavy;light;unarmored;medium;fortifed,heavy,fortified;,normal;siege;chaos;magic;pierce,normal;siege,pierce;,null,null,null,0,0,0,0,0,0,0,PDG9aON,K4UYRF1
revenant,undead,1,80,0,0,0,0,acolyte;,null,28,32,0.6,very fast,350,ranged,380,0,magic,light,heavy;light;unarmored;medium;fortifed,heavy,fortified;,normal;siege;chaos;magic;pierce,normal;siege,pierce;,null,null,null,0,0,0,0,0,0,0,qsi4SLF,K4UYRF1
ghoul,undead,2,60,1,1,90,1,null,frenzy ghoul;,24,30,1,fast,100,melee,280,0,normal,unarmored,medium;unarmored;light;heavy;fortified,medium,fortified;,all;,all;,all;,null,null,null,0,0,0,0,0,0,0,fvnjx04,K4UYRF1
frenzy ghoul,undead,2,90,0,0,0,0,ghoul;,null,51,53,0.8,very fast,100,melee,700,20,chaos,unarmored,all;,equal,equal;,all;,all;,all;,life steal;,life steal;,Grants 15% life steal.;,0,0,0,0,0,0,0,1W5gjXj,K4UYRF1
meat wagon,undead,3,70,1,1,140,2,null,war machine;,31,37,1,fast,500,ranged,280,0,siege,fortified,fortified;unarmored;light;medium;heavy,fortified,light;medium;heavy,pierce;magic;normal;chaos;siege,pierce;magic,siege;,small splash;,splash - ground;,Attacks deal small splash damage to ground units.;,0,0,0,1,0,0,0,BMYvlnB,K4UYRF1
war machine,undead,3,140,1,0,0,0,meat wagon;,null,92,106,1,fast,500,ranged,750,0,siege,fortified,fortified;unarmored;light;medium;heavy,fortified,light;medium;heavy,pierce;magic;normal;chaos;siege,pierce;magic,siege;,small splash;,splash - ground;,Attacks deal small splash damage to ground units.;,0,0,0,1,0,0,0,Z8tTmTl,K4UYRF1
necromancer,undead,4,130,1,1,220,2,null,necrolyte;ghost,31,42,1.1,fast,400,ranged,300,60,pierce,light,light;unarmored;medium;heavy;fortified,light,fortified;,normal;siege;chaos;magic;pierce,normal;siege,pierce;,raise dead;,summon;,Raises 1 Fire archer to fight. Lasts 60 seconds (40 second cooldown). Fire Archer: 10-10 Damage 0.33 speed 250HP Pierce/Light.;,0,0,0,0,0,0,1,AHUbDkb,K4UYRF1
necrolyte,undead,4,220,1,0,0,0,necromancer;,null,77,88,1.1,fast,400,ranged,1000,60,pierce,light,light;unarmored;medium;heavy;fortified,light,fortified;,normal;siege;chaos;magic;pierce,normal;siege,pierce;,mass dead;,summon;,Raises 3 Fire Archers to fight. Lasts 60 seoconds (40 second cooldown). Fire Archer: 10-10 Damage 0.33 speed 250HP Pierce/Light.;,0,0,0,0,0,0,1,pVPJlJ4,K4UYRF1
ghost,undead,4,170,1,0,0,0,necromancer;,null,105,115,1.1,fast,400,ranged,1000,0,pierce,light,light;unarmored;medium;heavy;fortified,light,fortified;,normal;siege;chaos;magic;pierce,normal;siege,pierce;,heartstopper aura;,aura - enemy health;,Every unit affected by Heartstopper aura loses 1% of max health per second.;,1,0,1,0,0,0,0,sysqcA5,K4UYRF1
zombie,undead,5,190,1,1,220,3,null,the butcher;,59,64,0.8,very fast,100,melee,880,0,normal,medium,medium;unarmored;light;heavy;fortified,medium,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,infectious diseases;,aura - enemy damage;,Decreases the damage of nearby enemies by 5% (120 range stackable).;,1,0,1,0,0,0,0,08qRZgA,K4UYRF1
the butcher,undead,5,220,2,0,0,0,zombie;,null,237,275,1.5,average,120,melee,1770,0,normal,medium,medium;unarmored;light;heavy;fortified,medium,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,plague;life steal,aura - enemy damage;life steal,Decreases the damage of nearby enemies by 10%.;Grants 10% life steal.,1,0,1,0,0,0,0,eJ6QqUH,K4UYRF1
guardian of death,undead,6,320,2,1,380,4,null,death dragon;,121,143,1.2,fast,180,melee,1550,0,normal,heavy,medium;unarmored;light;heavy;fortified,medium,fortified;,pierce;normal;siege;chaos;magic,pierce;,magic;,cleave attack;,splash;,The Guardian of Death strikes with such force that a small percentage of his damage strikes through to enemies near the primary attacked unit.;,0,0,0,1,0,0,0,r9kg77C,K4UYRF1
death dragon,undead,6,380,2,0,0,0,guardian of death;,null,313,328,1.3,fast,350,ranged,2600,0,normal,heavy,medium;unarmored;light;heavy;fortified,medium,fortified;,pierce;normal;siege;chaos;magic,pierce;,magic;,death's breath;,splash;,Attacks deal small splash damage to both ground and air units.;,0,0,0,1,0,0,0,FG7ptdm,K4UYRF1
